AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc, rawrap
2888,58.330414,32.329445,1.1,0.8,15.2,4039,6.97,1.4,4039,192,35,28.1,63,4039,58.330414
132029,58.368332,34.537498,0,0,0,5310,0,0,0,0,0,0,0,5310,58.368332
2891,58.383747,32.492222,1.9,0.5,14.9,4203,0.57,0.5,2283,576,0,4.5,52,4203,58.383747
132031,58.390831,46.234722,0,0,0,7712,0,0,0,0,0,0,0,7712,58.390831
2889,58.40625,37.264168,1.6,0.8,15.7,5580,2.62,1.6,5639,216,10,10.2,52,5639,58.40625
130590,58.412498,40.889168,0,0,0,11089,0,0,0,0,0,0,0,11089,58.412498
130592,58.417496,32.647503,0,0,0,14058,0,0,0,0,0,0,0,14058,58.417496
130985,58.426666,37.235001,0.7,0.3,17.2,0,0,0,5400,0,0,0,52,5400,58.426666
130591,58.427914,42.007778,0.56,0.22,0,5051,0,0,0,0,0,0,0,5051,58.427914
132032,58.439999,36.799999,0.6,0.18,18,5933,0,0,0,0,0,0,0,5933,58.439999
130593,58.483746,42.06472,0,0,0,11049,0,0,0,0,0,0,0,11049,58.483746
132034,58.534584,41.525833,0,0,0,11340,0,0,0,0,0,0,0,11340,58.534584
2893,58.564999,36.508888,1.2,1,17,5833,2.85,2,5831,158,3,12.1,52,5831,58.564999
132037,58.578751,41.301666,0,0,0,10352,0,0,0,0,0,0,0,10352,58.578751
132038,58.623333,41.380554,0,0,0,11445,0,0,0,0,0,0,0,11445,58.623333
132039,58.634171,26.613611,0,0,0,17107,0,0,0,0,0,0,0,17107,58.634171
132040,58.658333,34.834999,0,0,0,5399,0,0,0,0,0,0,0,5399,58.658333
132041,58.681252,25.504168,0,0,0,17144,0,0,0,0,0,0,0,17144,58.681252
132043,58.716251,28.308887,0,0,0,6980,0,0,0,0,0,0,0,6980,58.716251
2897,58.724586,42.2225,1,0.7,17,7203,3.2,0,7225,227,0,0,20,7225,58.724586
132044,58.734169,45.733334,0,0,0,12476,0,0,0,0,0,0,0,12476,58.734169
130477,58.769585,27.608612,0.3,0.3,15.4,5632,0,0,0,0,0,0,0,5632,58.769585
130595,58.772919,43.575554,0.33,0.33,0,9382,0,0,0,0,0,0,0,9382,58.772919
132048,58.77375,36.383335,0.7,0.4,16.8,5503,0,0,0,0,0,0,0,5503,58.77375
130347,58.78875,27.601112,0.3,0.3,15.4,5590,0,0,0,0,0,0,0,5590,58.78875
131020,58.790001,28.344168,0,0,0,0,0.6,1.4,7233,339,4,0,41,7233,58.790001
130597,58.865833,45.259167,0,0,0,10637,0,0,0,0,0,0,0,10637,58.865833
132051,58.909584,41.637779,0,0,0,5392,0,0,0,0,0,0,0,5392,58.909584
132055,58.985001,41.588333,0,0,0,5152,0,0,0,0,0,0,0,5152,58.985001
132056,59,46.261944,0,0,0,12411,0,0,0,0,0,0,0,12411,59
132059,59.032085,34.541111,0,0,0,14108,0,0,0,0,0,0,0,14108,59.032085
132062,59.096249,27.888889,0,0,0,16609,0,0,0,0,0,0,0,16609,59.096249
130599,59.104168,42.670834,0,0,0,11756,0,0,0,0,0,0,0,11756,59.104168
132064,59.118752,46.740002,0,0,0,8987,0,0,0,0,0,0,0,8987,59.118752
2901,59.159584,34.848053,1.1,1.1,16,8452,2.79,1.8,8450,222,4,10.7,52,8450,59.159584
130349,59.163334,27.363611,0.4,0.4,15.6,6910,0,0,0,0,0,0,0,6910,59.163334
132065,59.195415,33.933334,0,0,0,5443,0,0,0,0,0,0,0,5443,59.195415
132066,59.213333,37.971668,0,0,0,5814,0,0,0,0,0,0,0,5814,59.213333
2902,59.288334,34.160557,1.4,0.9,15.7,5562,0,0,0,0,0,0,0,5562,59.288334
132069,59.297501,36.81472,0,0,0,5906,0,0,0,0,0,0,0,5906,59.297501
132070,59.306252,37.954445,0,0,0,16460,0,0,0,0,0,0,0,16460,59.306252
132072,59.315834,41.27972,0,0,0,9563,0,0,0,0,0,0,0,9563,59.315834
130351,59.414585,36.78722,0.6,0.6,15.7,5828,0,0,0,0,0,0,0,5828,59.414585
132076,59.46125,38.385281,0,0,0,7322,0,0,0,0,0,0,0,7322,59.46125
132079,59.532082,43.550831,0,0,0,4560,0,0,0,0,0,0,0,4560,59.532082
130353,59.543751,24.268333,0.7,0.4,15.6,17415,0,0,0,0,0,0,0,17415,59.543751
132080,59.670834,37.346664,0.45,0.28,18,5927,0,0,0,0,0,0,0,5927,59.670834
130355,59.684582,27.769444,0.5,0.25,15.6,6761,2.58,1.9,6772,303,10,6.8,52,6772,59.684582
132082,59.712917,21.825556,0,0,0,9945,0,0,0,0,0,0,0,9945,59.712917
132083,59.730003,36.564167,0.8,0.4,17,6017,1.97,0,5943,398,0,9.1,47,5943,59.730003
2908,59.747086,43.346943,2,1,16,4646,3.97,3.4,4661,351,36,5.2,56,4646,59.747086
132084,59.783749,21.585001,0,0,0,7475,0,0,0,0,0,0,0,7475,59.783749
2911,59.861252,43.311943,1.1,0.3,16.5,5117,2.08,0,5184,330,0,9.7,47,5184,59.861252
130358,59.874168,21.796944,0.55,0.3,15.3,7559,1.55,2.1,7504,72,11,9.1,52,7504,59.874168
2912,59.888748,42.616386,1.2,1.1,16,5396,0,0,0,0,0,0,0,5396,59.888748
2915,59.980003,32.612499,1.2,0.2,17,0,4.39,2,5304,293,4,11.8,66,5304,59.980003
132090,59.998753,40.395,0,0,0,5473,0,0,0,0,0,0,0,5473,59.998753
140507,60.038754,37.43639,0,0,0,-138,0,0,0,0,0,0,0,-138,60.038754
140509,60.081669,31.830833,0,0,0,5846,0,0,0,0,0,0,0,5846,60.081669
2918,60.082497,22.899721,1.5,1.4,15.7,5996,3.29,1.9,6002,209,4,10.1,52,6002,60.082497
140510,60.112919,38.904724,0,0,0,6134,0,0,0,0,0,0,0,6134,60.112919
130361,60.137917,20.327778,0.7,0.5,15.6,10050,2.4,1.6,10066,266,5,6.4,52,10066,60.137917
140511,60.151669,23.495834,0,0,0,14537,0,0,0,0,0,0,0,14537,60.151669
130362,60.181252,21.05361,0.6,0.6,15.5,6385,1.73,1.7,6377,110,9,9.7,52,6377,60.181252
130609,60.191254,20.068611,0,0,0,17221,0,0,0,0,0,0,0,17221,60.191254
2920,60.200001,35.011944,2.3,0.4,15.3,4121,8.64,2.3,4156,371,4,13.9,63,4156,60.200001
130612,60.306252,31.729445,0,0,0,5364,0,0,0,0,0,0,0,5364,60.306252
130613,60.311672,28.593889,0,0,0,14789,0,0,0,0,0,0,0,14789,60.311672
130363,60.335003,42.833889,0.8,0.4,15.7,5990,3.39,1.8,5905,283,58,8.9,56,5905,60.335003
2924,60.33667,26.823057,1,0.5,16.5,9405,1.64,1.2,9406,337,3,5.8,52,9406,60.33667
130365,60.361256,23.249166,0.7,0.35,15.4,7527,3.57,1.5,7246,217,8,13.7,52,7246,60.361256
130383,60.405006,24.817223,0.62,0.2,0,0,1.64,0.8,6674,215,5,11,66,6674,60.405006
130382,60.406673,24.821667,0.81,0.11,16.7,0,1.45,0.8,5801,259,5,9,66,5801,60.406673
140518,60.413754,40.759724,0,0,0,10539,0,0,0,0,0,0,0,10539,60.413754
2927,60.420006,23.112223,2.4,1.5,15.2,6200,4.08,2.2,6255,231,4,13.8,52,6255,60.420006
2928,60.420006,23.205833,1,0.7,15.5,7555,1.45,0.9,7519,375,2,8.3,52,7519,60.420006
140521,60.442921,37.190277,0,0,0,5944,0,0,0,0,0,0,0,5944,60.442921
140522,60.463337,40.703888,0,0,0,10798,0,0,0,0,0,0,0,10798,60.463337
130366,60.498341,20.236668,0.5,0.2,15.7,0,0.51,0.8,6542,217,9,4.4,52,6542,60.498341
140524,60.500008,29.904167,0,0,0,3923,0,0,0,0,0,0,0,3923,60.500008
2929,60.529167,23.132223,1.8,1.2,14.5,6198,0.31,0.4,6256,251,0,0,23,6256,60.529167
130617,60.533752,31.865,0,0,0,5158,0,0,0,0,0,0,0,5158,60.533752
130367,60.544582,21.956945,0.6,0.6,15.7,6298,0,0,0,0,0,0,0,6298,60.544582
130616,60.557499,45.308609,0.89,0.11,0,7494,0,0,0,0,0,0,0,7494,60.557499
2931,60.577084,25.816946,1.4,1,14.8,5747,3.48,1.3,5745,211,7,14.8,63,5745,60.577084
140527,60.60125,21.189999,0,0,0,6134,0,0,0,0,0,0,0,6134,60.60125
130368,60.609585,26.824446,0.65,0.45,15.6,5640,0.83,1.7,5639,84,6,6.1,52,5639,60.609585
130618,60.617081,29.517778,0,0,0,5947,0,0,0,0,0,0,0,5947,60.617081
140528,60.625835,21.625278,0,0,0,6301,0,0,0,0,0,0,0,6301,60.625835
130369,60.631248,21.889999,0.65,0.3,15.5,6504,0,0,0,0,0,0,0,6504,60.631248
140529,60.640419,42.700558,0,0,0,11055,0,0,0,0,0,0,0,11055,60.640419
140530,60.650002,41.69278,0,0,0,6883,0,0,0,0,0,0,0,6883,60.650002
140531,60.657913,25.232779,0,0,0,5761,0,0,0,0,0,0,0,5761,60.657913
140533,60.65958,36.294998,0,0,0,14223,0,0,0,0,0,0,0,14223,60.65958
130370,60.664165,21.561943,0.4,0.4,15.7,0,2.06,0.7,6151,371,4,16.4,52,6151,60.664165
130692,60.694164,46.621944,0.89,0.67,16,5575,0,0,0,0,0,0,0,5575,60.694164
2932,60.702919,33.870552,1.1,1,18,4880,2.75,2.1,4881,200,9,10.3,52,4881,60.702919
130371,60.730835,21.483612,1,0.25,15.5,5914,2.75,1.4,5955,457,8,6.9,52,5955,60.730835
2934,60.752506,31.053333,1.5,0.3,17,5200,4.09,2,5203,309,10,10.6,52,5203,60.752506
140536,60.757084,30.845278,0,0,0,5032,0,0,0,0,0,0,0,5032,60.757084
140538,60.780422,38.031113,0,0,0,5977,0,0,0,0,0,0,0,5977,60.780422
140539,60.824589,32.619999,0,0,0,5342,0,0,0,0,0,0,0,5342,60.824589
140001,60.832924,27.016945,0.8,0.5,15.7,14603,2.43,1.4,14602,350,5,7.7,52,14602,60.832924
140453,60.855003,20.576668,0.49,0.45,0,0,1.42,3.6,6538,144,0,0,38,6538,60.855003
140002,60.874172,26.362778,0.85,0.35,14.9,7102,2.91,2.3,7064,400,8,5.3,52,7064,60.874172
140545,60.924591,32.128056,0,0,0,5163,0,0,0,0,0,0,0,5163,60.924591
2937,60.926254,46.728333,1.4,0.3,16,4584,0,0,0,0,0,0,0,4584,60.926254
2941,60.933754,22.158611,1.3,1,14.3,6244,5.87,2,6260,173,8,9.8,54,6260,60.933754
140004,60.96917,24.397223,0.6,0.4,15.6,6032,2.8,1.9,6063,491,24,4.6,52,6032,60.96917
140003,60.981251,30.84,0.6,0.6,15.1,5473,0,0,0,0,0,0,0,5473,60.981251
140547,60.987919,41.783611,0,0,0,6933,0,0,0,0,0,0,0,6933,60.987919
2939,61.001667,46.231388,1.4,1,17,4443,6.39,4.7,4439,244,23,8.1,56,4439,61.001667
140549,61.023746,20.044167,0,0,0,6701,0,0,0,0,0,0,0,6701,61.023746
2942,61.040833,22.131111,1.4,0.5,15.7,6302,6.95,0.8,6361,401,8,0,54,6361,61.040833
2943,61.046249,22.127222,1.1,0.1,15.7,6434,0,0,0,0,0,0,0,6434,61.046249
140005,61.064579,30.813889,0.55,0.5,16,0,0.86,1.8,5032,88,8,5.1,52,5032,61.064579
140552,61.075829,41.788887,0,0,0,6672,0,0,0,0,0,0,0,6672,61.075829
140553,61.077084,29.689722,0,0,0,5882,0,0,0,0,0,0,0,5882,61.077084
140554,61.080002,33.197224,0,0,0,5637,0,0,0,0,0,0,0,5637,61.080002
140555,61.099998,20.426945,0,0,0,8906,0,0,0,0,0,0,0,8906,61.099998
140556,61.130417,44.433334,0,0,0,11789,0,0,0,0,0,0,0,11789,61.130417
2946,61.140419,25.970001,1.1,0.4,16.5,7080,1.91,1.3,7080,203,8,0,54,7080,61.140419
2944,61.153751,33.290276,1.7,1.2,17,5593,5,1.5,5593,294,8,0,54,5593,61.153751
140557,61.153751,41.85722,0,0,0,6655,0,0,0,0,0,0,0,6655,61.153751
2945,61.164581,33.809166,1.5,1.1,15.2,5201,6.67,1.2,5233,228,1,41.7,52,5233,61.164581
2948,61.231247,20.829445,1.4,0.4,15.7,0,13.4,2.1,6163,72,1,91,54,6163,61.231247
140562,61.252922,25.397778,0,0,0,9101,0,0,0,0,0,0,0,9101,61.252922
2949,61.259171,25.264999,1.2,0.6,14.6,7203,4.36,0.9,7166,398,8,0,54,7166,61.259171
2950,61.276253,31.025833,1.8,0.3,17,4953,12.18,3.2,4955,449,7,12.8,54,4955,61.276253
140242,61.315834,21.373333,0.2,0.2,0,8961,0,0,0,0,0,0,0,8961,61.315834
140390,61.317085,39.233055,0.56,0.45,0,6022,0,0,0,0,0,0,0,6022,61.317085
140570,61.321251,30.117222,0,0,0,5562,0,0,0,0,0,0,0,5562,61.321251
140572,61.338753,22.240278,0,0,0,6341,0,0,0,0,0,0,0,6341,61.338753
140574,61.396252,41.826389,0,0,0,7003,0,0,0,0,0,0,0,7003,61.396252
140006,61.425003,25.497778,0.7,0.45,15.3,6922,1.45,1.5,6881,179,14,5.7,52,6881,61.425003
140007,61.447922,25.408611,1.1,0.85,15.2,7218,0,0,0,0,0,0,0,7218,61.447922
140243,61.459171,30.719723,0,0,0,6158,0,0,0,0,0,0,0,6158,61.459171
2952,61.477921,37.061665,1.2,0.9,16,6482,0,0,0,0,0,0,0,6482,61.477921
140576,61.518745,30.157223,0,0,0,5484,0,0,0,0,0,0,0,5484,61.518745
140245,61.556667,31.053055,0,0,0,4382,0,0,0,0,0,0,0,4382,61.556667
2956,61.619167,31.282499,2.2,0.5,17,4548,1.62,0.8,4544,343,5,8.5,63,4544,61.619167
140580,61.624168,30.466389,0,0,0,4681,0,0,0,0,0,0,0,4681,61.624168
140246,61.635834,33.62833,0,0,0,17688,0,0,0,0,0,0,0,17688,61.635834
140582,61.657082,30.376112,0,0,0,5382,0,0,0,0,0,0,0,5382,61.657082
2957,61.665417,37.115276,1,1,16,6246,0,0,0,0,0,0,0,6246,61.665417
140583,61.712078,29.179443,0,0,0,6592,0,0,0,0,0,0,0,6592,61.712078
2958,61.721249,22.862778,1.4,0.3,15,6221,4.8,0.9,6221,497,8,0,54,6221,61.721249
140584,61.765839,29.328056,0,0,0,6668,0,0,0,0,0,0,0,6668,61.765839
140585,61.770836,29.145555,0,0,0,6408,0,0,0,0,0,0,0,6408,61.770836
2959,61.78125,34.433334,1.4,1.2,16,5546,3.67,4.8,5546,99,8,0,54,5546,61.78125
140587,61.788754,30.341667,0,0,0,5688,0,0,0,0,0,0,0,5688,61.788754
2961,61.827084,26.705,1.5,1.4,17,3902,1.23,0.8,3909,120,8,0,54,3909,61.827084
2960,61.830833,24.606945,1.4,0.9,16.5,5343,1.6,0.9,5343,250,8,0,54,5343,61.830833
140592,61.850418,30.289165,0,0,0,5562,0,0,0,0,0,0,0,5562,61.850418
140593,61.854172,42.224167,0.5,0.25,17,4405,0,0,0,0,0,0,0,4405,61.854172
140594,61.855839,43.692223,0.7,0.25,16.5,6895,0,0,0,0,0,0,0,6895,61.855839
140595,61.858749,43.412781,0.4,0.35,17.2,5637,0,0,0,0,0,0,0,5637,61.858749
140454,61.882919,22.16861,0.53,0.3,0,0,1.31,3.5,5313,251,0,0,38,5313,61.882919
140596,61.89917,39.325001,0.9,0.2,17,5997,0,0,0,0,0,0,0,5997,61.89917
140597,61.909584,43.361389,0.6,0.5,16.5,5595,0,0,0,0,0,0,0,5595,61.909584
140599,61.924587,30.262501,0,0,0,4815,0,0,0,0,0,0,0,4815,61.924587
2962,61.927086,25.772499,1.5,0.1,18,5419,3.89,1.6,5415,325,8,0,54,5415,61.927086
140601,61.928337,30.061666,0,0,0,5320,0,0,0,0,0,0,0,5320,61.928337
140602,61.931671,30.488333,0,0,0,5465,0,0,0,0,0,0,0,5465,61.931671
140145,61.987503,33.437222,0.87,0.08,0,0,2.2,1,4843,211,3,12.8,66,4843,61.987503
140011,62.010834,23.292778,0.7,0.5,14.9,6259,1.04,1.1,6284,232,6,4.7,52,6284,62.010834
140608,62.113747,23.342501,0,0,0,6202,0,0,0,0,0,0,0,6202,62.113747
140609,62.163334,21.220835,0,0,0,6704,0,0,0,0,0,0,0,6704,62.163334
140610,62.165417,37.229446,0,0,0,5963,0,0,0,0,0,0,0,5963,62.165417
2964,62.239578,27.197498,1.3,1.2,15.5,15797,0,0,0,0,0,0,0,15797,62.239578
140617,62.292915,21.439999,0,0,0,6353,0,0,0,0,0,0,0,6353,62.292915
140618,62.294582,44.214169,0,0,0,11349,0,0,0,0,0,0,0,11349,62.294582
2967,62.361252,36.995834,1.1,0.9,17,6153,0,0,0,0,0,0,0,6153,62.361252
140622,62.369999,39.275002,0,0,0,6584,0,0,0,0,0,0,0,6584,62.369999
140623,62.4025,29.375278,0,0,0,5283,0,0,0,0,0,0,0,5283,62.4025
140625,62.423752,38.616943,0,0,0,5657,0,0,0,0,0,0,0,5657,62.423752
2971,62.430416,37.009724,1.8,1.2,16.5,5881,0,0,0,0,0,0,0,5881,62.430416
140627,62.440002,28.035555,0,0,0,16102,0,0,0,0,0,0,0,16102,62.440002
2972,62.47625,36.516945,1.6,1,17,6644,0,0,0,0,0,0,0,6644,62.47625
140628,62.490837,36.99778,0,0,0,6526,0,0,0,0,0,0,0,6526,62.490837
140629,62.497086,28.011667,0,0,0,12294,0,0,0,0,0,0,0,12294,62.497086
140630,62.543327,29.256945,0,0,0,4999,0,0,0,0,0,0,0,4999,62.543327
140631,62.552498,26.666111,0,0,0,15208,0,0,0,0,0,0,0,15208,62.552498
140636,62.730831,23.422222,0,0,0,5317,0,0,0,0,0,0,0,5317,62.730831
2974,62.756668,26.158611,1.1,1.1,17,5875,1.92,1.4,5873,218,3,10.4,52,5873,62.756668
140637,62.774586,44.461391,0,0,0,11606,0,0,0,0,0,0,0,11606,62.774586
2976,62.848747,26.877777,1.8,0.7,14.6,6330,2.84,1.2,6369,381,3,10.6,52,6369,62.848747
140640,62.901672,36.911114,0,0,0,6179,0,0,0,0,0,0,0,6179,62.901672
140641,62.970001,34.797779,0,0,0,6350,0,0,0,0,0,0,0,6350,62.970001
140643,62.98542,39.503613,0,0,0,15125,0,0,0,0,0,0,0,15125,62.98542
2978,63.064999,34.916668,1.6,0.4,17,6170,1.7,0,5979,256,31,3.6,36,5979,63.064999
140644,63.078331,26.628889,0,0,0,16416,0,0,0,0,0,0,0,16416,63.078331
140645,63.089584,31.783333,0,0,0,15884,0,0,0,0,0,0,0,15884,63.089584
140253,63.110413,34.472221,0.78,0.56,0,6339,0,0,0,0,0,0,0,6339,63.110413
2980,63.117912,27.702501,1.3,1.3,15.4,4053,0,0,0,0,0,0,0,4053,63.117912
140438,63.149162,25.733889,0,0,0,12412,0.7,1.4,6553,230,5,0,41,6553,63.149162
140646,63.155415,29.989723,0,0,0,4834,0,0,0,0,0,0,0,4834,63.155415
140647,63.171242,36.458336,0,0,0,6494,0,0,0,0,0,0,0,6494,63.171242
140254,63.19125,29.770277,0.45,0.25,17,4663,0,0,0,0,0,0,0,4663,63.19125
2981,63.193329,36.896946,1.3,1.2,18,6038,0,0,0,0,0,0,0,6038,63.193329
140649,63.287918,35.443058,0,0,0,6835,0,0,0,0,0,0,0,6835,63.287918
140650,63.291248,26.324446,0,0,0,16119,0,0,0,0,0,0,0,16119,63.291248
140255,63.294998,22.91361,0,0,0,16429,0,0,0,0,0,0,0,16429,63.294998
140439,63.337921,36.304165,0,0,0,0,1.18,1.4,14726,240,8,0,41,14726,63.337921
140651,63.352081,25.203056,0,0,0,5468,0,0,0,0,0,0,0,5468,63.352081
2985,63.389584,27.542221,1.4,0.4,16,4004,6.55,1.9,3929,299,13,13.4,63,3929,63.389584
140652,63.390835,35.199444,0,0,0,6092,0,0,0,0,0,0,0,6092,63.390835
140256,63.399166,25.815832,0,0,0,6546,0,0,0,0,0,0,0,6546,63.399166
2986,63.405003,27.583334,1,0.4,16.5,4038,7.1,1.8,4045,204,2,23.9,52,4045,63.405003
2988,63.412086,25.482779,3,1,15.5,3822,13.15,2.5,3818,460,4,15.1,52,3818,63.412086
2989,63.483753,29.156944,1.7,0.8,16,5642,2.48,1.7,5658,439,23,5.5,52,5658,63.483753
2991,63.50333,36.8475,2.2,1.7,16.5,5989,6.69,4.5,6030,232,8,9.6,52,6030,63.50333
140389,63.504997,26.75,1.01,0.11,16.4,0,1.09,3.4,5552,239,3,0,41,5552,63.504997
140032,63.558746,24.661943,0.6,0.45,15.5,6766,1.07,1.5,6594,226,6,4.9,52,6594,63.558746
140462,63.646244,23.125,0,0,0,0,2.3,0,5464,0,0,0,38,5464,63.646244
2993,63.70208,35.180836,1.2,1.1,17,0,2.29,0,6232,143,0,0,-1,6232,63.70208
140661,63.900417,30.965,0,0,0,7880,0,0,0,0,0,0,0,7880,63.900417
140259,63.938747,30.615278,0,0,0,13305,0,0,0,0,0,0,0,13305,63.938747
140664,63.946251,33.002777,0,0,0,6169,0,0,0,0,0,0,0,6169,63.946251
140472,63.999168,26.981945,0.4,0.25,0,0,2.2,2.8,3673,174,10,0,75,3673,63.999168
140667,64.006668,22.69611,0,0,0,8917,0,0,0,0,0,0,0,8917,64.006668
140672,64.167503,34.852776,0,0,0,10134,0,0,0,0,0,0,0,10134,64.167503
140265,64.252083,27.747223,1,0.2,0,5274,0,0,0,0,0,0,0,5274,64.252083
140675,64.264168,35.821388,0,0,0,6358,0,0,0,0,0,0,0,6358,64.264168
140676,64.280838,35.721947,0,0,0,6402,0,0,0,0,0,0,0,6402,64.280838
140677,64.289993,27.038055,0,0,0,16013,0,0,0,0,0,0,0,16013,64.289993
140269,64.392082,36.138336,0,0,0,16329,0,0,0,0,0,0,0,16329,64.392082
140678,64.403748,27.067501,0,0,0,7197,0,0,0,0,0,0,0,7197,64.403748
3000,64.40667,36.28611,1.4,0.4,16,4143,1.6,0,5641,500,0,10,47,5641,64.40667
140039,64.585831,38.021111,0,0,18.8,14619,0,0,0,0,0,0,0,14619,64.585831
140271,64.592499,35.590832,0,0,0,15199,0,0,0,0,0,0,0,15199,64.592499
3007,64.62542,33.774445,1.3,1.1,17,5632,5.96,1.8,5631,74,1,45.3,63,5631,64.62542
140687,64.657913,32.189167,0,0,0,9623,0,0,0,0,0,0,0,9623,64.657913
140473,64.682503,26.923889,0.37,0.13,17,0,3.14,2.6,7582,287,28,0,75,7582,64.682503
140690,64.716667,20.326946,0,0,0,17375,0,0,0,0,0,0,0,17375,64.716667
140204,64.767082,26.836945,0,0,15.7,5555,0,0,0,0,0,0,0,5555,64.767082
3009,64.774582,26.179443,1.8,0.4,16,3754,5.47,1.2,3751,261,2,22.4,66,3751,64.774582
140273,64.789993,39.457222,0,0,0,6206,0,0,0,0,0,0,0,6206,64.789993
140697,64.87542,35.985832,0,0,0,5167,0,0,0,0,0,0,0,5167,64.87542
140698,64.886665,36.261665,0,0,0,5178,0,0,0,0,0,0,0,5178,64.886665
140699,64.891251,36.277222,0,0,0,7312,0,0,0,0,0,0,0,7312,64.891251
140701,64.940826,35.509445,0,0,0,6373,0,0,0,0,0,0,0,6373,64.940826
140702,65.007507,42.057499,0,0,0,6084,0,0,0,0,0,0,0,6084,65.007507
140703,65.051254,36.145557,0,0,0,5975,0,0,0,0,0,0,0,5975,65.051254
140276,65.057503,41.419724,0,0,0,6061,0,0,0,0,0,0,0,6061,65.057503
140705,65.066246,30.89889,0,0,0,9579,0,0,0,0,0,0,0,9579,65.066246
140709,65.105835,35.540001,0,0,0,6839,0,0,0,0,0,0,0,6839,65.105835
140711,65.133331,35.698891,0,0,0,6217,0,0,0,0,0,0,0,6217,65.133331
140712,65.145424,29.248056,0,0,0,9063,0,0,0,0,0,0,0,9063,65.145424
140713,65.169167,35.862778,0,0,0,6215,0,0,0,0,0,0,0,6215,65.169167
140714,65.182083,35.84333,0,0,0,6348,0,0,0,0,0,0,0,6348,65.182083
140718,65.219589,36.984722,0,0,0,6449,0,0,0,0,0,0,0,6449,65.219589
140277,65.252502,40.711945,0.67,0.45,0,5920,0,0,0,0,0,0,0,5920,65.252502
140722,65.309166,35.922222,0,0,0,6144,0,0,0,0,0,0,0,6144,65.309166
3016,65.333748,36.759724,1.6,0.3,17,2458,1.7,0,2458,141,41,6.4,36,2458,65.333748
140724,65.335411,35.737778,0,0,0,6171,0,0,0,0,0,0,0,6171,65.335411
140726,65.372498,36.949169,0,0,0,5748,0,0,0,0,0,0,0,5748,65.372498
140727,65.383751,35.084999,0,0,0,14678,0,0,0,0,0,0,0,14678,65.383751
140729,65.41375,36.290833,0,0,0,5653,0,0,0,0,0,0,0,5653,65.41375
3019,65.417496,36.731388,1.2,0.7,17,5677,5,0,5664,423,34,4.5,36,5664,65.417496
140732,65.455002,36.867496,0.4,0.25,17,5554,0,0,0,0,0,0,0,5554,65.455002
3021,65.466667,36.126942,1.5,1.1,17,6238,0,0,0,0,0,0,0,6238,65.466667
140440,65.532501,35.290833,0.9,0.15,17.8,0,0.93,2.4,5286,285,4,0,41,5286,65.532501
140043,65.564171,26.951389,0,0,0,8872,0,0,0,0,0,0,0,8872,65.564171
140737,65.615417,34.78722,0,0,0,13231,0,0,0,0,0,0,0,13231,65.615417
140741,65.734169,36.40889,0,0,0,6145,0,0,0,0,0,0,0,6145,65.734169
140742,65.800835,36.393612,0,0,0,5971,0,0,0,0,0,0,0,5971,65.800835
140743,65.808334,31.229168,0,0,0,7173,0,0,0,0,0,0,0,7173,65.808334
140744,65.808746,35.269722,0,0,0,6783,0,0,0,0,0,0,0,6783,65.808746
140282,65.813751,44.307777,0,0,0,12753,0,0,0,0,0,0,0,12753,65.813751
140745,65.815002,36.489723,0,0,0,5964,0,0,0,0,0,0,0,5964,65.815002
140746,65.859581,29.166111,0,0,0,9032,0,0,0,0,0,0,0,9032,65.859581
140747,65.959167,41.57,0,0,0,10686,0,0,0,0,0,0,0,10686,65.959167
140751,65.997498,36.580833,0,0,0,5771,0,0,0,0,0,0,0,5771,65.997498
140752,66.011665,36.643059,0,0,0,5914,0,0,0,0,0,0,0,5914,66.011665
3027,66.057083,30.915556,1.2,0.1,18,6689,0.6,0,6926,92,27,2.7,36,6926,66.057083
140287,66.126663,23.091112,0,0,0,5879,0,0,0,0,0,0,0,5879,66.126663
3028,66.146248,33.875,1.7,0.8,16,5473,10.68,1.7,5484,452,8,20,54,5484,66.146248
140286,66.153755,31.314722,0,0,0,10091,0,0,0,0,0,0,0,10091,66.153755
140761,66.183754,29.42111,0,0,0,9040,0,0,0,0,0,0,0,9040,66.183754
140393,66.28083,47.116108,0.33,0.11,0,5860,0,0,0,0,0,0,0,5860,66.28083
140765,66.289162,39.603333,0,0,0,5491,0,0,0,0,0,0,0,5491,66.289162
140770,66.471245,40.583611,0,0,0,5935,0,0,0,0,0,0,0,5935,66.471245
140288,66.522919,28.640556,0,0,0,14909,0,0,0,0,0,0,0,14909,66.522919
3040,66.523331,35.208336,1.4,1.4,18,6138,0,0,0,0,0,0,0,6138,66.523331
140289,66.567497,24.801388,0.5,0.2,16.8,8914,0,0,0,0,0,0,0,8914,66.567497
140291,66.647919,28.608055,0,0,0,9586,0,0,0,0,0,0,0,9586,66.647919
3045,66.674164,20.406944,1.4,0.3,16.5,1387,0,0,0,0,0,0,72,1387,66.674164
3044,66.708336,29.947498,1.2,0.8,18,5284,2.84,2,5228,246,9,0,19,5228,66.708336
140205,66.710419,40.473888,1.5,0.5,0,6787,3.31,0,6787,269,0,0,-2,6787,66.710419
140293,66.760414,29.708055,0.56,0.22,0,7686,0,0,0,0,0,0,0,7686,66.760414
3047,66.817078,32.625,1.6,1.4,17,6449,3.82,2.9,6469,181,31,9.2,52,6469,66.817078
