AGCNr,Name,RAdeg_HI,Decdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,errW50,HIflux,errflux,SNR,RMS,Dist,logMsun,HIcode,useradeg,usedecdeg,wrapradeg
1924,504-086 ,36.95708,31.73056,36.9575,31.72556,595,111,2,9.7,0.07,85.6,2.39,8.5,8.22,1,36.9575,31.72556,36.9575
123870,        ,36.99167,23.72111,36.98833,23.72083,11448,74,7,0.66,0.06,6.6,2.59,160.1,9.6,1,36.98833,23.72083,36.98833
121307,        ,36.99667,27.90917,36.97875,27.90583,10462,254,37,1.49,0.1,8.9,2.36,146.1,9.87,1,36.97875,27.90583,36.97875
123151,        ,37.00417,29.17611,37.00125,29.17583,9801,181,12,1.29,0.08,10.2,2.1,136.7,9.75,1,37.00125,29.17583,37.00125
122880,        ,37.01583,25.5275,37.00708,25.52528,1831,30,4,0.48,0.04,8.6,2.17,24.3,7.83,1,37.00708,25.52528,37.00708
123016,        ,37.0225,31.03417,37.01917,31.02944,4819,99,13,0.74,0.06,7.3,2.25,70.6,8.94,1,37.01917,31.02944,37.01917
120269,504-088 ,37.0375,32.3675,37.0375,32.35889,5447,417,51,1.12,0.13,4.7,2.54,70.5,9.12,2,37.0375,32.35889,37.0375
1935,N 931   ,37.05833,31.31167,37.06083,31.31083,4988,440,2,32.29,0.14,123.7,2.65,46.8,10.22,1,37.06083,31.31083,37.06083
120273,483-062 ,37.06375,23.92111,37.05959,23.91972,10390,266,2,2.35,0.09,14.1,2.28,145,10.07,1,37.05959,23.91972,37.05959
124950,        ,37.05583,33.38,37.06667,33.36417,3164,42,7,0.56,0.05,8.1,2.34,42.3,8.37,1,37.06667,33.36417,37.06667
120272,504-091 ,37.06916,30.69972,37.07333,30.69444,2815,144,8,1.64,0.07,14,2.18,37.5,8.74,1,37.07333,30.69444,37.07333
1939,483-064 ,37.06916,26.31306,37.07333,26.31222,5222,490,27,13.49,0.15,45.9,2.68,72,10.22,1,37.07333,26.31222,37.07333
123152,        ,37.075,28.71889,37.08917,28.7175,14918,236,5,1.55,0.11,8.5,2.64,209.8,10.21,1,37.08917,28.7175,37.08917
122401,        ,37.0825,26.12056,37.08125,26.12528,1730,90,13,1.24,0.06,13.5,2.17,23,8.19,1,37.08125,26.12528,37.08125
123017,        ,37.09167,30.5725,37.07958,30.56889,10662,225,6,1.23,0.09,7.6,2.39,149,9.81,1,37.07958,30.56889,37.07958
1938,483-063 ,37.08583,23.21806,37.0925,23.21472,6399,390,3,4.45,0.09,26.2,1.93,88,9.91,1,37.0925,23.21472,37.0925
124951,        ,37.08625,33.14944,37.095,33.14917,11483,211,21,2.05,0.1,12.4,2.55,160.8,10.1,1,37.095,33.14917,37.095
120274,504-090 ,37.09417,29.44583,37.08083,29.45583,9369,307,54,1.49,0.11,8.2,2.31,130.5,9.78,2,37.08083,29.45583,37.08083
123153,        ,37.10833,28.56556,37.12,28.56417,5588,221,22,1.19,0.08,8.6,2.08,77.4,9.22,1,37.12,28.56417,37.12
122881,        ,37.12333,25.51472,37.11917,25.51028,9056,124,7,1.43,0.06,13.4,2.14,126,9.73,1,37.11917,25.51028,37.11917
1944,        ,37.13542,29.97639,37.13208,29.98278,4604,190,5,3.53,0.13,14.7,3.87,62.9,9.52,1,37.13208,29.98278,37.13208
1950,483-065 ,37.17167,23.8,37.16625,23.79639,6289,261,6,1.94,0.1,10.4,2.59,86.5,9.53,1,37.16625,23.79639,37.16625
122200,        ,37.20459,26.75,37.20417,26.74722,9544,250,9,2.89,0.09,18.7,2.18,133,10.08,1,37.20417,26.74722,37.20417
1955,483-066 ,37.22667,25.33945,37.22625,25.34389,5207,227,4,5.15,0.09,32.7,2.33,49.9,9.48,1,37.22625,25.34389,37.22625
124873,        ,37.23625,35.06639,37.22417,35.07555,9050,143,9,2.16,0.08,16.4,2.45,126.1,9.91,1,37.22417,35.07555,37.22417
122806,        ,37.24375,26.555,37.24917,26.54472,9505,89,24,0.98,0.08,9.5,2.43,132.4,9.61,1,37.24917,26.54472,37.24917
1958,504-093 ,37.24667,28.14611,37.245,28.14389,1015,96,2,6.38,0.06,60.5,2.39,19.9,8.77,1,37.245,28.14389,37.245
123154,        ,37.24667,29.54167,37.24167,29.53972,9978,166,8,1.32,0.08,10.4,2.21,139.2,9.78,1,37.24167,29.53972,37.24167
123018,        ,37.25333,30.31389,37.25333,30.31444,17347,201,5,1.33,0.09,8.3,2.51,244.5,10.27,1,37.25333,30.31444,37.25333
122202,        ,37.25708,26.07806,37.25708,26.08,5895,86,9,1.23,0.06,13.1,2.24,81.9,9.29,1,37.25708,26.08,37.25708
123019,        ,37.265,31.19806,37.24334,31.19667,10705,217,7,1.23,0.09,7.9,2.38,149.7,9.81,1,37.24334,31.19667,37.24334
122921,        ,37.28875,25.31472,37.285,25.325,11567,253,14,2.43,0.09,15.3,2.22,161.9,10.18,1,37.285,25.325,37.285
1959,        ,37.2875,34.53861,37.29375,34.53111,3528,94,7,0.88,0.06,8.9,2.26,47.4,8.67,1,37.29375,34.53111,37.29375
123155,        ,37.31375,28.74139,37.31792,28.74361,11294,123,23,1.23,0.08,10.1,2.46,158,9.86,1,37.31792,28.74361,37.31792
122413,SS98    ,37.33917,23.97139,37.33917,23.97056,5492,252,6,2.41,0.1,14,2.42,76,9.52,1,37.33917,23.97056,37.33917
122203,        ,37.33667,27.34972,37.33417,27.35472,1542,41,10,0.61,0.05,10.6,2.01,20.6,7.78,1,37.33417,27.35472,37.33417
1963,504-094 ,37.36583,31.4725,37.36,31.47139,5138,218,3,4.55,0.1,27.1,2.54,70.5,9.73,1,37.36,31.47139,37.36
124952,        ,37.38375,33.50834,37.39333,33.50444,3259,40,4,0.85,0.05,12.1,2.41,43.6,8.58,1,37.39333,33.50444,37.39333
123872,        ,37.39542,23.525,37.39083,23.5275,11505,365,5,1.73,0.11,8.1,2.49,161,10.02,1,37.39083,23.5275,37.39083
123156,        ,37.42083,28.01944,37.4175,28.01972,5604,76,13,0.66,0.06,7.6,2.2,77.6,8.97,2,37.4175,28.01972,37.4175
124781,        ,37.41708,34.05056,37.42042,34.05278,3908,53,3,0.89,0.05,10.4,2.6,52.8,8.77,1,37.42042,34.05278,37.42042
120285,504-096 ,37.4275,28.58195,37.42334,28.57722,4642,100,3,2.82,0.06,27.3,2.3,63.4,9.43,1,37.42334,28.57722,37.42334
120286,504-097 ,37.45333,31.45028,37.45208,31.45361,5224,202,47,1.51,0.08,10,2.36,70.5,9.25,1,37.45208,31.45361,37.45208
124953,        ,37.44875,33.51389,37.43375,33.50917,4794,156,43,1.23,0.08,9.3,2.35,65.6,9.1,1,37.43375,33.50917,37.43375
1968,        ,37.46083,29.74056,37.45792,29.74167,4631,212,3,6.16,0.09,37.6,2.51,63.3,9.76,1,37.45792,29.74167,37.45792
123837,        ,37.45792,23.09667,37.45708,23.0925,6326,138,6,1.29,0.05,13.2,1.84,87,9.36,1,37.45708,23.0925,37.45708
123874,        ,37.48042,23.56667,37.475,23.57028,10373,250,7,1.14,0.1,6,2.68,144.8,9.75,1,37.475,23.57028,37.475
1970,483-069 ,37.47708,25.25417,37.47542,25.25611,1913,226,3,6.99,0.09,42.8,2.42,30.9,9.2,1,37.47542,25.25611,37.47542
1971,504-098 ,37.49667,28.63056,37.5,28.63361,4572,277,5,8.8,0.1,49.2,2.4,62.4,9.91,1,37.5,28.63361,37.5
123157,        ,37.53458,28.79222,37.53292,28.79722,4572,96,12,0.88,0.07,8.3,2.39,62.4,8.91,1,37.53292,28.79722,37.53292
123158,        ,37.54208,28.66611,37.52667,28.67444,10958,248,4,1.74,0.09,10.8,2.3,153.3,9.98,1,37.52667,28.67444,37.52667
124954,        ,37.54833,32.84778,37.54708,32.84333,7257,102,4,0.93,0.06,9.3,2.21,100.5,9.34,1,37.54708,32.84333,37.54708
1975,504-099 ,37.5575,33.13111,37.56125,33.13194,3180,156,9,2.45,0.09,17.5,2.51,42.5,9.02,1,37.56125,33.13194,37.56125
123873,        ,37.57042,23.675,37.56625,23.67167,6791,175,5,1.45,0.08,10.3,2.39,93.6,9.48,1,37.56625,23.67167,37.56625
122442,        ,37.56958,24.11056,37.56875,24.10833,6067,218,6,2.75,0.08,19.2,2.16,84.5,9.66,1,37.56875,24.10833,37.56875
1976,523-051 ,37.59458,35.31972,37.59,35.32583,9098,432,5,4.59,0.13,18,2.63,126.8,10.24,1,37.59,35.32583,37.59
122204,KDG16   ,37.60958,27.95861,37.59959,27.95972,4737,75,4,1.18,0.06,13.5,2.24,64.8,9.07,1,37.59959,27.95972,37.59959
1980,504-102 ,37.63667,32.17611,37.64,32.17583,4778,434,9,3.71,0.12,16.3,2.34,77.6,9.72,1,37.64,32.17583,37.64
123020,        ,37.64,30.38111,37.62208,30.38167,5163,90,25,0.72,0.06,7.6,2.22,71.1,8.93,1,37.62208,30.38167,37.62208
120294,504-101 ,37.64583,30.87361,37.63833,30.87361,5441,101,5,0.96,0.06,9.5,2.24,75.2,9.11,1,37.63833,30.87361,37.63833
124955,        ,37.64208,32.525,37.64791,32.52167,5487,25,2,0.88,0.05,15.9,2.36,75.9,9.08,1,37.64791,32.52167,37.64791
123021,        ,37.66,30.06833,37.66417,30.07,5115,142,5,1.21,0.07,9.9,2.29,70.4,9.15,1,37.66417,30.07,37.66417
120299,483-073 ,37.70792,26.19583,37.71,26.19333,13281,513,89,1,0.14,3.5,2.49,186.4,9.91,2,37.71,26.19333,37.71
122882,        ,37.7175,24.97722,37.72875,24.98083,5929,205,52,1.06,0.1,6.6,2.49,82.4,9.23,1,37.72875,24.98083,37.72875
120302,        ,37.72125,22.3825,37.72,22.38278,9499,184,6,3.79,0.08,25.3,2.46,132.3,10.19,1,37.72,22.38278,37.72
120300,483-074 ,37.72834,25.41167,37.72042,25.4075,5346,166,63,1.02,0.08,8.3,2.13,73.8,9.12,2,37.72042,25.4075,37.72042
122206,KDG17   ,37.75083,27.96417,37.75125,27.95833,1591,73,1,3.74,0.05,41.7,2.33,21.2,8.6,1,37.75125,27.95833,37.75125
1990,504-103 ,37.75583,27.70083,37.76708,27.69944,4584,255,23,1.54,0.11,8.6,2.51,62.6,9.15,1,37.76708,27.69944,37.76708
124824,        ,37.82417,34.255,37.82708,34.25028,3177,118,5,1.77,0.07,15.5,2.34,42.5,8.88,1,37.82708,34.25028,37.82708
122400,        ,37.83875,25.70861,37.84208,25.71167,938,31,2,0.89,0.04,15.4,2.26,12.7,7.53,1,37.84208,25.71167,37.84208
122207,        ,37.84208,26.19889,37.84167,26.19722,2512,144,1,3.71,0.07,29.8,2.31,33.4,8.99,1,37.84167,26.19722,37.84167
122208,        ,37.84417,26.78333,37.85209,26.78806,10980,321,5,3.68,0.1,21.6,2.13,153.6,10.31,1,37.85209,26.78806,37.85209
122433,        ,37.85125,25.94944,37.86125,25.94833,14223,107,27,0.73,0.07,6.5,2.43,199.9,9.84,2,37.86125,25.94833,37.86125
123022,        ,37.85667,31.99472,37.85416,31.99333,4702,119,6,0.92,0.06,9.3,2.02,70.5,9.03,1,37.85416,31.99333,37.85416
122210,        ,37.88292,26.79944,37.8875,26.79694,4553,84,7,2.12,0.06,23.1,2.24,62.2,9.29,1,37.8875,26.79694,37.8875
120307,484-001 ,37.90042,26.16833,37.89417,26.16639,10868,222,4,3.71,0.09,24,2.31,151.9,10.3,1,37.89417,26.16639,37.89417
122211,        ,37.90625,26.54667,37.90375,26.54222,3691,29,1,0.79,0.03,16.4,2,49.8,8.66,1,37.90375,26.54222,37.90375
123876,        ,37.90542,22.74167,37.91292,22.74639,5485,92,7,1.23,0.05,13.1,2.18,75.9,9.22,1,37.91292,22.74639,37.91292
122212,        ,37.91792,27.18667,37.91417,27.17944,978,34,7,0.55,0.05,9.2,2.26,13.3,7.36,1,37.91417,27.17944,37.91417
1996,I1809   ,37.91417,22.91667,37.91833,22.91694,5573,250,3,6.86,0.09,43.4,2.23,77.2,9.98,1,37.91833,22.91694,37.91833
122883,        ,37.92792,24.30083,37.925,24.28889,5409,194,17,1.74,0.08,13.2,2.12,74.7,9.36,1,37.925,24.28889,37.925
123023,        ,37.93958,31.02,37.93958,31.01889,2558,70,5,1.12,0.05,13,2.3,34,8.49,1,37.93958,31.01889,37.93958
123885,        ,37.93417,22.28611,37.93834,22.28667,9811,128,3,1.24,0.06,10.5,2.33,136.8,9.74,1,37.93834,22.28667,37.93834
124956,        ,37.93625,33.25195,37.93958,33.25139,5293,227,4,2.19,0.08,14.4,2.26,73,9.44,1,37.93958,33.25139,37.93958
123159,        ,37.95792,29.71722,37.95833,29.71639,10505,121,18,0.83,0.07,7.7,2.2,146.8,9.62,1,37.95833,29.71639,37.95833
122440,        ,37.99625,26.17917,37.98417,26.16722,10805,49,16,0.87,0.06,10.7,2.55,151.1,9.67,1,37.98417,26.16722,37.98417
123877,        ,37.99583,22.76833,37.995,22.76528,9794,151,7,0.78,0.07,6.4,2.19,136.6,9.53,1,37.995,22.76528,37.995
122213,        ,38.02333,26.19917,38.03167,26.19389,10741,43,14,0.48,0.06,5.5,2.91,150.1,9.41,1,38.03167,26.19389,38.03167
123197,        ,38.05333,28.81972,38.04958,28.815,10838,61,28,0.39,0.05,5.8,1.89,151.6,9.32,1,38.04958,28.815,38.04958
123878,        ,38.07375,23.52028,38.075,23.52139,5570,73,5,0.76,0.05,8.3,2.37,77.1,9.03,1,38.075,23.52139,38.075
124826,        ,38.06375,34.90556,38.07625,34.90472,9907,111,10,0.84,0.07,7.5,2.37,138.4,9.58,1,38.07625,34.90472,38.07625
124827,        ,38.07917,35.89306,38.06709,35.87472,9897,216,7,1.02,0.08,7.7,1.99,138.3,9.66,1,38.06709,35.87472,38.06709
122417,        ,38.08417,28.0575,38.08791,28.05667,10797,169,5,1.01,0.07,8.8,1.95,151,9.73,1,38.08791,28.05667,38.08791
123160,        ,38.08541,29.70278,38.09208,29.68833,14188,320,19,1.53,0.1,8.8,2.17,199.4,10.16,1,38.09208,29.68833,38.09208
123161,        ,38.09917,29.11056,38.10167,29.11222,14086,98,4,1.62,0.07,16,2.27,198,10.17,1,38.10167,29.11222,38.10167
2002,N 959   ,38.10667,35.49833,38.10042,35.49445,597,147,2,11.6,0.09,79.3,2.69,11.2,8.54,1,38.10042,35.49445,38.10042
123880,        ,38.11083,23.65417,38.10667,23.65278,4157,117,2,1.64,0.06,14.9,2.26,56.5,9.09,1,38.10667,23.65278,38.10667
2008,M+507002,38.13417,31.61083,38.13375,31.60972,5044,118,3,2.8,0.06,28.2,2.04,69.3,9.5,1,38.13375,31.60972,38.13375
122214,        ,38.14042,27.9425,38.14042,27.94083,4657,99,15,1.07,0.07,10.6,2.25,63.7,9.01,1,38.14042,27.94083,38.14042
123881,        ,38.14,22.42194,38.13917,22.42417,9790,168,5,1.21,0.08,8.4,2.49,136.5,9.73,1,38.13917,22.42417,38.13917
123883,        ,38.145,23.09722,38.14667,23.09722,5457,86,6,0.64,0.04,8.3,1.85,75.5,8.93,1,38.14667,23.09722,38.14667
124828,        ,38.15083,34.09833,38.155,34.10028,3536,139,7,0.86,0.07,6.6,2.46,47.5,8.66,1,38.155,34.10028,38.155
123162,        ,38.1625,29.4425,38.16583,29.43917,974,35,11,0.48,0.04,8.3,2.13,13.3,7.3,1,38.16583,29.43917,38.16583
2011,505-002 ,38.16666,31.56111,38.15916,31.56389,9519,534,69,2.28,0.14,7.4,2.59,132.8,9.98,1,38.15916,31.56389,38.15916
2017,        ,38.18333,28.84278,38.18792,28.84083,1011,80,2,14.84,0.06,156.9,2.34,13.7,8.82,1,38.18792,28.84083,38.18792
123163,        ,38.1925,28.55389,38.19417,28.55305,10660,217,15,1.47,0.09,10.1,2.21,149,9.89,1,38.19417,28.55305,38.19417
123024,        ,38.20833,31.71722,38.20458,31.71417,4758,113,3,1.4,0.06,13.6,2.16,65.1,9.15,1,38.20458,31.71417,38.20458
2020,484-005 ,38.2175,23.33056,38.22458,23.32722,5558,248,2,6.4,0.09,38.9,2.33,71.8,9.89,1,38.22458,23.32722,38.22458
122884,KDG18   ,38.22375,25.15889,38.2225,25.15306,2433,119,2,6.02,0.07,49.8,2.47,32.4,9.17,1,38.2225,25.15306,38.2225
120325,484-004 ,38.225,25.09528,38.22625,25.09333,5416,143,5,2.95,0.07,24.4,2.25,74.8,9.59,1,38.22625,25.09333,38.22625
120324,523-057 ,38.27166,35.51333,38.26708,35.50778,13698,193,12,4.74,0.11,29.8,2.55,192.6,10.62,1,38.26708,35.50778,38.26708
120327,523-058 ,38.28417,35.0225,38.28625,35.02722,3844,62,6,1.4,0.06,17.1,2.31,51.9,8.95,1,38.28625,35.02722,38.28625
123025,        ,38.30792,29.89222,38.31,29.88361,5422,161,6,1.81,0.1,10,3.17,74.9,9.38,1,38.31,29.88361,38.31
2025,484-007 ,38.30875,25.50222,38.31,25.50583,11091,489,30,4.08,0.14,15,2.49,155.1,10.36,1,38.31,25.50583,38.31
122138,KDG19   ,38.32458,28.1825,38.31667,28.1775,1012,74,2,2.73,0.05,30.7,2.29,13.7,8.08,1,38.31667,28.1775,38.31667
124957,        ,38.32166,32.36777,38.32417,32.36833,4678,90,9,0.67,0.06,7.2,2.2,64.2,8.81,1,38.32417,32.36833,38.32417
2026,        ,38.33,27.2975,38.33,27.30055,5214,160,4,1.61,0.07,12.4,2.28,71.8,9.29,1,38.33,27.30055,38.33
2028,484-008 ,38.32875,22.39639,38.32584,22.39333,5417,382,4,6.43,0.11,32.5,2.26,72.1,9.9,1,38.32584,22.39333,38.32584
2029,        ,38.33,22.75,38.33375,22.75222,5505,238,3,1.96,0.08,13.2,2.14,76.2,9.43,1,38.33375,22.75222,38.33375
123164,        ,38.34125,29.66167,38.36625,29.66028,5418,174,5,1.04,0.07,8.1,2.16,74.8,9.14,1,38.36625,29.66028,38.36625
123026,        ,38.3625,30.84778,38.36,30.85833,5047,291,15,2.41,0.1,13.4,2.35,69.3,9.44,1,38.36,30.85833,38.36
122215,        ,38.3675,27.18972,38.36833,27.19472,5343,227,15,1.47,0.09,9.1,2.39,73.7,9.27,1,38.36833,27.19472,38.36833
120339,484-009b,38.365,22.12972,38.36708,22.13139,9347,302,8,1.53,0.1,7.9,2.49,130.2,9.79,1,38.36708,22.13139,38.36708
123888,AHISS   ,38.36583,23.48944,38.37208,23.48472,4415,168,5,1.3,0.08,8.8,2.52,60.2,9.05,1,38.37208,23.48472,38.37208
120338,484-009 ,38.36625,22.15833,38.36375,22.15861,12288,238,7,1.19,0.09,7.3,2.35,172.2,9.92,1,38.36375,22.15861,38.36375
122217,        ,38.37708,27.01833,38.38417,27.02056,1660,76,4,1.12,0.06,13.4,2.13,22.1,8.11,1,38.38417,27.02056,38.38417
120337,505-007 ,38.42542,32.5275,38.405,32.5375,9587,216,86,1.26,0.12,5.9,3.25,133.8,9.73,2,38.405,32.5375,38.405
120342,505-009 ,38.445,30.18444,38.445,30.18917,10253,247,9,4.98,0.09,31.5,2.25,143.3,10.38,1,38.445,30.18917,38.445
123027,        ,38.45125,30.0525,38.44625,30.06556,5085,86,11,1.25,0.07,11.5,2.6,69.9,9.16,1,38.44625,30.06556,38.44625
124830,        ,38.4575,35.79055,38.45042,35.78639,12657,344,115,1.13,0.09,6.6,2.06,177.7,9.92,1,38.45042,35.78639,38.45042
124831,        ,38.455,35.29889,38.46,35.30361,5137,108,6,0.72,0.06,6.5,2.35,70.7,8.93,1,38.46,35.30361,38.46
122416,VZw255  ,38.49,31.95083,38.49208,31.95611,4636,141,8,3.62,0.08,28.8,2.36,63.3,9.53,1,38.49208,31.95611,38.49208
122885,        ,38.52166,23.94444,38.52042,23.94972,9556,136,24,1.62,0.1,10.6,2.9,133.2,9.83,1,38.52042,23.94972,38.52042
123028,        ,38.53791,32.16778,38.54125,32.16417,4834,107,8,0.66,0.06,6.5,2.2,64.2,8.81,1,38.54125,32.16417,38.54125
2045,N 972   ,38.55167,29.30722,38.55583,29.31055,1528,299,5,16.78,0.12,76.8,2.82,15.8,8.99,1,38.55583,29.31055,38.55583
120350,523-062 ,38.55458,34.46861,38.55875,34.4675,3343,90,3,2.02,0.06,20.6,2.3,44.8,8.98,1,38.55875,34.4675,38.55875
2046,M+507011,38.56166,30.00389,38.5625,30.00722,5078,153,4,5.97,0.11,31.3,3.44,69.8,9.84,1,38.5625,30.00722,38.5625
2048,N 973   ,38.57917,32.50694,38.58417,32.50528,4852,589,5,10.64,0.15,33.4,2.42,61.7,9.98,1,38.58417,32.50528,38.58417
123889,        ,38.58375,23.1,38.59208,23.10139,1490,61,3,0.74,0.04,11.1,1.9,19.8,7.84,1,38.59208,23.10139,38.59208
2052,        ,38.60083,25.26722,38.6075,25.26944,5700,173,3,1.28,0.07,10.2,2.11,79,9.27,1,38.6075,25.26944,38.6075
2047,I1815   ,38.60667,32.43472,38.58375,32.42917,4879,242,78,1.73,0.1,10.4,2.38,64.2,9.23,1,38.58375,32.42917,38.58375
2049,N 974   ,38.6075,32.9575,38.6075,32.95444,4539,220,12,10.27,0.13,57.1,2.7,64.2,10,1,38.6075,32.95444,38.6075
2053,505-016 ,38.62041,29.75056,38.62167,29.74972,1025,55,2,16.08,0.06,183.9,2.61,12.5,8.77,1,38.62167,29.74972,38.62167
123924,        ,38.62041,22.24167,38.63375,22.23806,11640,180,14,0.89,0.08,6.1,2.44,163,9.75,1,38.63375,22.23806,38.63375
123029,        ,38.63583,31.52028,38.63875,31.51556,5305,103,10,1.1,0.06,11.1,2.17,73.1,9.14,1,38.63875,31.51556,38.63875
2054,523-063 ,38.63292,33.94389,38.6375,33.94139,4436,252,2,4.08,0.09,24,2.39,60.4,9.54,1,38.6375,33.94139,38.6375
122026,KK 20   ,38.63417,22.58222,38.62791,22.58083,3990,104,2,1.81,0.06,16.3,2.41,54.1,9.1,1,38.62791,22.58083,38.62791
120354,505-017b,38.64167,29.95889,38.65083,29.965,5183,124,45,1.32,0.1,8.5,3.12,71.3,9.2,1,38.65083,29.965,38.65083
120356,523-064 ,38.64917,34.86305,38.65333,34.86916,3760,235,11,6.8,0.1,41.7,2.38,41.1,9.43,1,38.65333,34.86916,38.65333
122924,        ,38.68042,24.50361,38.6775,24.48667,9646,78,6,0.75,0.06,8.6,2.19,134.5,9.5,1,38.6775,24.48667,38.6775
2059,N 984   ,38.67667,23.40972,38.68,23.41278,4343,622,3,10.74,0.17,26.6,2.9,59.2,9.95,1,38.68,23.41278,38.68
120358,523-065 ,38.68042,34.505,38.68417,34.49778,7742,292,7,1.35,0.11,6.6,2.67,107.5,9.57,1,38.68417,34.49778,38.68417
123030,        ,38.6975,31.9225,38.69917,31.92194,5171,173,10,1.71,0.08,13.2,2.2,71.2,9.31,1,38.69917,31.92194,38.69917
123890,        ,38.73208,23.9375,38.73,23.93305,10343,112,7,0.7,0.07,6.3,2.36,144.5,9.54,1,38.73,23.93305,38.73
123930,        ,38.73583,22.56278,38.7325,22.56055,11421,197,7,1.04,0.09,6.2,2.66,159.8,9.8,1,38.7325,22.56055,38.7325
122886,        ,38.75459,24.65861,38.75083,24.65805,5574,162,6,1.64,0.07,13,2.21,77.2,9.36,1,38.75083,24.65805,38.75083
122418,        ,38.75542,27.2225,38.74833,27.2225,5194,81,11,0.64,0.06,7.3,2.17,71.5,8.89,1,38.74833,27.2225,38.74833
121421,        ,38.75666,32.60139,38.7575,32.58889,5224,101,6,0.8,0.06,8,2.23,71.9,8.99,1,38.7575,32.58889,38.7575
123031,        ,38.78333,31.74,38.78125,31.74028,5092,180,6,0.95,0.07,7.3,2.15,70,9.04,1,38.78125,31.74028,38.78125
123032,        ,38.78708,30.31139,38.79125,30.30778,10104,221,11,1.06,0.08,7,2.29,141.2,9.7,1,38.79125,30.30778,38.79125
122218,        ,38.81875,28.02083,38.81375,28.01972,2693,98,2,4.52,0.06,44.3,2.29,35.9,9.14,1,38.81375,28.01972,38.81375
123893,        ,38.8175,22.19167,38.82042,22.19444,14581,244,10,1.18,0.11,6.2,2.73,205,10.07,1,38.82042,22.19444,38.82042
123033,        ,38.82917,32.10694,38.825,32.10639,4684,95,2,1.21,0.05,13.7,2.01,64.2,9.07,1,38.825,32.10639,38.825
123034,        ,38.84,31.84945,38.84083,31.84945,9146,91,6,2.32,0.05,25.3,2.14,127.5,9.95,1,38.84083,31.84945,38.84083
124832,        ,38.84208,35.19167,38.83167,35.195,14657,298,17,1.63,0.11,8.2,2.56,206.3,10.21,1,38.83167,35.195,38.83167
122887,        ,38.84792,25.55583,38.84167,25.54472,11026,370,2,3.17,0.1,16.9,2.18,154.3,10.25,1,38.84167,25.54472,38.84167
123035,        ,38.87958,31.36695,38.88583,31.37306,4971,242,26,1.33,0.08,9.3,2.05,68.2,9.16,1,38.88583,31.37306,38.88583
122888,        ,38.95458,24.76417,38.95792,24.76861,11119,171,32,0.85,0.08,6.5,2.26,155.6,9.69,1,38.95792,24.76861,38.95792
124834,        ,38.97208,35.59639,38.96791,35.58972,5182,105,4,1.54,0.07,13.7,2.44,71.3,9.27,1,38.96791,35.58972,38.96791
123895,        ,38.96875,22.81472,38.97125,22.81028,11424,376,3,2.11,0.11,10,2.42,159.9,10.1,1,38.97125,22.81028,38.97125
124958,        ,38.98833,33.53556,38.98667,33.53194,5256,106,11,1.21,0.07,11.3,2.32,72.4,9.17,1,38.98667,33.53194,38.98667
123036,        ,39.01375,31.82056,39.00708,31.82528,5020,239,3,1.8,0.09,10.2,2.55,68.9,9.3,1,39.00708,31.82528,39.00708
124959,        ,39.025,32.2825,39.01583,32.28083,4779,59,11,1.16,0.08,10.9,3.07,65.4,9.07,1,39.01583,32.28083,39.01583
2079,484-012 ,39.04458,23.9,39.04041,23.89889,5646,259,2,7.91,0.1,44,2.5,49.2,9.65,1,39.04041,23.89889,39.04041
124835,        ,39.045,33.96667,39.05083,33.9675,9547,362,6,5.03,0.12,23.2,2.54,133.3,10.32,1,39.05083,33.9675,39.05083
2077,523-069 ,39.04583,34.60139,39.0475,34.59444,11752,228,8,2.45,0.09,15.2,2.38,164.8,10.2,1,39.0475,34.59444,39.0475
2082,484-014 ,39.06916,25.42333,39.0675,25.42306,707,192,2,47.07,0.09,318.3,2.38,13.4,9.3,1,39.0675,25.42306,39.0675
120371,505-019 ,39.0975,31.71139,39.09917,31.71139,4923,307,4,4.85,0.1,26,2.38,62.5,9.65,1,39.09917,31.71139,39.09917
124838,        ,39.10667,35.99111,39.1075,35.99,9495,221,4,1.37,0.07,11.4,1.8,132.6,9.75,1,39.1075,35.99,39.1075
2083,505-020 ,39.12125,32.715,39.12625,32.71472,4693,410,5,4.74,0.11,24.3,2.12,77.6,9.83,1,39.12625,32.71472,39.12625
2087,505-022 ,39.1375,31.5975,39.13375,31.59722,4893,202,7,2.79,0.08,20.4,2.14,66.5,9.46,1,39.13375,31.59722,39.13375
121325,        ,39.14,35.12694,39.13541,35.12389,14678,200,48,1.62,0.09,10.3,2.49,206.6,10.21,1,39.13541,35.12389,39.13541
2090,523-073 ,39.15083,34.60222,39.15792,34.6075,9480,370,2,5.19,0.13,23.5,2.56,132.4,10.33,1,39.15792,34.6075,39.15792
123165,        ,39.17333,28.79167,39.17375,28.78361,4536,205,29,0.99,0.08,7.2,2.13,61.9,8.95,1,39.17375,28.78361,39.17375
123037,VZw263  ,39.18042,31.44444,39.17958,31.44528,10723,181,8,1.84,0.09,12.3,2.48,150,9.99,1,39.17958,31.44528,39.17958
123931,        ,39.24625,23.21889,39.25292,23.21944,11279,173,9,0.73,0.07,6,2.05,157.9,9.63,1,39.25292,23.21944,39.25292
120995,FGC321  ,39.25375,25.62528,39.25126,25.62528,10837,509,55,2.66,0.13,9.6,2.41,151.6,10.16,1,39.25126,25.62528,39.25126
